example_id,producto_id,retailer_id,categoria_id,product_country,synthetic,precio_usd_final,precio_median_group,imputation_source,decision,is_price_imputed_model
1779,519,1,10,UNKNOWN,True,6.45,,original_clean,keep,False
1780,519,1,10,UNKNOWN,True,6.45,,original_clean,keep,False
1781,519,1,10,UNKNOWN,True,6.45,,original_clean,keep,False
1782,520,1,10,UNKNOWN,True,1.14,,original_clean,keep,False
1783,520,1,10,UNKNOWN,True,1.14,,original_clean,keep,False
1784,520,1,10,UNKNOWN,True,1.14,,original_clean,keep,False
1785,520,1,10,UNKNOWN,True,1.14,,original_clean,keep,False
1786,521,1,10,UNKNOWN,True,2.25,,original_clean,keep,False
1787,521,1,10,UNKNOWN,True,2.25,,original_clean,keep,False
1788,521,1,10,UNKNOWN,True,2.25,,original_clean,keep,False
1789,521,1,10,UNKNOWN,True,2.25,,original_clean,keep,False
1790,522,1,13,UNKNOWN,True,1.89,,original_clean,keep,False
1791,522,1,13,UNKNOWN,True,1.89,,original_clean,keep,False
1792,522,1,13,UNKNOWN,True,1.89,,original_clean,keep,False
1793,522,1,13,UNKNOWN,True,1.89,,original_clean,keep,False
1794,524,1,16,UNKNOWN,True,3.99,,original_clean,keep,False
1795,524,1,16,UNKNOWN,True,3.99,,original_clean,keep,False
1796,524,1,16,UNKNOWN,True,3.99,,original_clean,keep,False
1797,524,1,16,UNKNOWN,True,3.99,,original_clean,keep,False
1798,576,8,8,MX,True,1.1278,,original_clean,keep_imputed,False
1799,576,8,8,MX,True,1.1278,,original_clean,keep_imputed,False
1800,576,8,8,MX,True,1.1278,,original_clean,keep_imputed,False
1801,576,8,8,MX,True,1.1278,,original_clean,keep_imputed,False
1802,577,8,1,MX,True,1.2889,,original_clean,keep_imputed,False
1803,577,8,1,MX,True,1.2889,,original_clean,keep_imputed,False
1804,577,8,1,MX,True,1.2889,,original_clean,keep_imputed,False
1805,577,8,1,MX,True,1.2889,,original_clean,keep_imputed,False
1806,578,8,8,MX,True,1.9871,,original_clean,keep_imputed,False
1807,578,8,8,MX,True,1.9871,,original_clean,keep_imputed,False
1808,578,8,8,MX,True,1.9871,,original_clean,keep_imputed,False
1809,578,8,8,MX,True,1.9871,,original_clean,keep_imputed,False
1810,579,8,7,MX,True,1.8743,,original_clean,keep,False
1811,579,8,7,MX,True,1.8743,,original_clean,keep,False
