producto_id,retailer_id,retailer,retailer_country,categoria_id,category_raw,category_canonical,category_is_imputed,nombre_producto,marca,unidad,product_country,moneda_local,precio_local,precio_usd,precio_usd_clean,fx_local_per_usd,is_imputed_clean,decision,razon_clean,precio_usd_model,is_price_imputed_model,imputation_source,precio_median_group,precio_usd_imputed
241,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Elige un método de entrega,Unimarc,250 g,UNKNOWN,LOCAL,1.25,1.25,1.25,1.0,False,keep_imputed,no_category_detected,1.25,False,original_clean,,
242,1,Desconocido,UNKNOWN,16,papa,papa,False,Elige un método de entrega,Unimarc,2 Kg,UNKNOWN,LOCAL,2.39,2.39,2.39,1.0,False,keep,heuristic_default,2.39,False,original_clean,,
243,1,Desconocido,UNKNOWN,16,papa,papa,False,Elige un método de entrega,Unimarc,1.3 Kg,UNKNOWN,LOCAL,1.79,1.79,1.79,1.0,False,keep,heuristic_default,1.79,False,original_clean,,
244,1,Desconocido,UNKNOWN,16,papa,papa,False,Elige un método de entrega,Unimarc,500 g,UNKNOWN,LOCAL,1.29,1.29,1.29,1.0,False,keep_imputed,no_category_detected,1.29,False,original_clean,,
245,1,Desconocido,UNKNOWN,15,pan,pan,False,Elige un método de entrega,Unimarc,750 g,UNKNOWN,LOCAL,2.51,2.51,2.51,1.0,False,keep,heuristic_default,2.51,False,original_clean,,
246,1,Desconocido,UNKNOWN,25,refresco de cola,refresco de cola,False,Elige un método de entrega,Unimarc,1.5 L,UNKNOWN,LOCAL,2.0,2.0,2.0,1.0,False,keep_imputed,no_category_detected,2.0,False,original_clean,,
247,1,Desconocido,UNKNOWN,2,cafe,sin_categoria,True,Elige un método de entrega,Unimarc,650 g,UNKNOWN,LOCAL,2.53,2.53,2.53,1.0,False,keep_imputed,no_category_detected,2.53,False,original_clean,,
248,1,Desconocido,UNKNOWN,2,cafe,sin_categoria,True,Elige un método de entrega,Unimarc,300 g,UNKNOWN,LOCAL,1.99,1.99,1.99,1.0,False,keep_imputed,no_category_detected,1.99,False,original_clean,,
249,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Elige un método de entrega,Unimarc,1 Kg,UNKNOWN,LOCAL,1.8,1.8,1.8,1.0,False,keep_imputed,no_category_detected,1.8,False,original_clean,,
250,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Elige un método de entrega,Unimarc,12 unidad,UNKNOWN,LOCAL,5.19,5.19,5.19,1.0,False,keep_imputed,heuristic_default,5.19,False,original_clean,,
251,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Elige un método de entrega,Unimarc,2 L,UNKNOWN,LOCAL,2.0,2.0,2.0,1.0,False,keep_imputed,no_category_detected,2.0,False,original_clean,,
252,1,Desconocido,UNKNOWN,8,huevo,sin_categoria,True,Elige un método de entrega,Unimarc,20 unidad,UNKNOWN,LOCAL,6.59,6.59,6.59,1.0,False,keep_imputed,no_category_detected,6.59,False,original_clean,,
254,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,Elige un método de entrega,Unimarc,3 Kg,UNKNOWN,LOCAL,11.97,11.97,11.97,1.0,False,keep_imputed,no_category_detected,11.97,False,original_clean,,
256,1,Desconocido,UNKNOWN,13,azucar,azucar,False,Fiambres y Huevos,Huevos,12Unidades,UNKNOWN,LOCAL,3.85,3.85,3.85,1.0,False,keep,heuristic_default,3.85,False,original_clean,,
257,1,Desconocido,UNKNOWN,13,azucar,azucar,False,Fiambres y Huevos,Huevos,648g,UNKNOWN,LOCAL,4.1,4.1,4.1,1.0,False,keep,heuristic_default,4.1,False,original_clean,,
258,1,Desconocido,UNKNOWN,13,azucar,azucar,False,Fiambres y Huevos,Huevos,732g,UNKNOWN,LOCAL,4.69,4.69,4.69,1.0,False,keep,heuristic_default,4.69,False,original_clean,,
259,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Fiambres y Huevos,Huevos,648 G,UNKNOWN,LOCAL,5.9,5.9,5.9,1.0,False,keep_imputed,heuristic_default,5.9,False,original_clean,,
260,1,Desconocido,UNKNOWN,12,cebolla,cebolla,False,Frutas y Verduras,Verduras,500 g,UNKNOWN,LOCAL,1.69,1.69,1.69,1.0,False,keep,heuristic_default,1.69,False,original_clean,,
261,1,Desconocido,UNKNOWN,12,cebolla,cebolla,False,Frutas y Verduras,Verduras,1 Kg,UNKNOWN,LOCAL,2.19,2.19,2.19,1.0,False,keep,heuristic_default,2.19,False,original_clean,,
262,1,Desconocido,UNKNOWN,26,tomates,tomates,False,Frutas y Verduras,Verduras,250 g,UNKNOWN,LOCAL,1.92,1.92,1.92,1.0,False,keep,heuristic_default,1.92,False,original_clean,,
282,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Huevos blanco grande,12 un,NaN,UNKNOWN,LOCAL,4.11,4.11,4.11,1.0,False,keep_imputed,heuristic_default,4.11,False,original_clean,,
284,1,Desconocido,UNKNOWN,6,papa,sin_categoria,True,kem piña,Bebida desechable,1.5 Litro,UNKNOWN,LOCAL,1.39,1.39,1.39,1.0,False,keep_imputed,no_category_detected,1.39,False,original_clean,,
286,2,Chedraui,MX,17,leche,leche,False,Lacteos y huevo,Leche,1L,MX,LOCAL,37.0,1.9871,1.9871,18.62,False,keep,heuristic_default,1.9871,False,original_clean,,
287,2,Chedraui,MX,17,leche,leche,False,Lacteos y huevo,Leche,946ml,MX,LOCAL,39.0,2.0945,2.0945,18.62,False,keep,heuristic_default,2.0945,False,original_clean,,
288,2,Chedraui,MX,18,huevo,huevo,False,Lacteos y huevo,Huevos,30 piezas,MX,LOCAL,106.0,5.6928,5.6928,18.62,False,keep_imputed,heuristic_default,5.6928,False,original_clean,,
291,4,Desconocido,US,17,leche,leche,False,LECHE LA LECHERA TETRABRIK 1 L ENTERA,Comparar,1 L,US,LOCAL,1.39,1.39,1.39,1.0,False,keep,heuristic_default,1.39,False,original_clean,,
293,4,Desconocido,US,17,leche,leche,False,LECHE TONI TETRABRIK 1 L ENTERA,Comparar,1 L,US,LOCAL,1.45,1.45,1.45,1.0,False,keep,heuristic_default,1.45,False,original_clean,,
296,1,Desconocido,UNKNOWN,17,leche,leche,False,Lácteos y Quesos,Leches,1 LT,UNKNOWN,LOCAL,1.05,1.05,1.05,1.0,False,keep,heuristic_default,1.05,False,original_clean,,
298,3,Desconocido,BR,27,pasta seca,pasta seca,False,Macarrão Italiano Spaghetti La Campofilone 500 G,Descripción,500 G,BR,LOCAL,15.99,2.935,2.935,5.448,False,keep,heuristic_default,2.935,False,original_clean,,
299,3,Desconocido,BR,8,huevo,sin_categoria,True,Massa Italiana Integral Spaghetti La Molisana 500 G,Descripción,500 G,BR,LOCAL,15.99,2.935,2.935,5.448,False,keep_imputed,no_category_detected,2.935,False,original_clean,,
302,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,1kg,BR,LOCAL,6.99,1.283,1.283,5.448,False,keep,heuristic_default,1.283,False,original_clean,,
303,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,5kg,BR,LOCAL,23.99,4.4035,4.4035,5.448,False,keep,heuristic_default,4.4035,False,original_clean,,
305,1,Desconocido,UNKNOWN,15,pan,pan,False,Meu Desconto,Blog do Pão,5kg,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep,heuristic_default,1.0,False,original_clean,,
307,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,250g,BR,LOCAL,27.99,5.1377,5.1377,5.448,False,keep,heuristic_default,5.1377,False,original_clean,,
308,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,480g,BR,LOCAL,9.99,1.8337,1.8337,5.448,False,keep,heuristic_default,1.8337,False,original_clean,,
309,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,450g,BR,LOCAL,8.59,1.5767,1.5767,5.448,False,keep,heuristic_default,1.5767,False,original_clean,,
311,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,"1,5l",BR,LOCAL,8.59,1.5767,1.5767,5.448,False,keep,heuristic_default,1.5767,False,original_clean,,
313,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,"1,5 Litros",BR,LOCAL,7.89,1.4482,1.4482,5.448,False,keep,heuristic_default,1.4482,False,original_clean,,
314,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,1L,BR,LOCAL,7.99,1.4666,1.4666,5.448,False,keep,heuristic_default,1.4666,False,original_clean,,
315,1,Desconocido,UNKNOWN,15,pan,pan,False,Meu Desconto,Blog do Pão,1 Litro,UNKNOWN,LOCAL,18.0,18.0,18.0,1.0,False,keep,heuristic_default,18.0,False,original_clean,,
316,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,1 Litro,BR,LOCAL,5.99,1.0995,1.0995,5.448,False,keep,heuristic_default,1.0995,False,original_clean,,
317,3,Desconocido,BR,15,pan,pan,False,Meu Desconto,Blog do Pão,330ml,BR,LOCAL,6.59,1.2096,1.2096,5.448,False,keep,heuristic_default,1.2096,False,original_clean,,
321,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,5kg,BR,LOCAL,28.99,5.3212,5.3212,5.448,False,keep_imputed,no_category_detected,5.3212,False,original_clean,,
322,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,5kg,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
323,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,500g,BR,LOCAL,5.59,1.0261,1.0261,5.448,False,keep_imputed,no_category_detected,1.0261,False,original_clean,,
324,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,250g,BR,LOCAL,12.29,2.2559,2.2559,5.448,False,keep_imputed,no_category_detected,2.2559,False,original_clean,,
325,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,480g,BR,LOCAL,9.99,1.8337,1.8337,5.448,False,keep_imputed,no_category_detected,1.8337,False,original_clean,,
326,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,450g,BR,LOCAL,6.99,1.283,1.283,5.448,False,keep_imputed,no_category_detected,1.283,False,original_clean,,
328,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,"1,5l",BR,LOCAL,7.29,1.3381,1.3381,5.448,False,keep_imputed,no_category_detected,1.3381,False,original_clean,,
330,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1 Litro,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
334,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,330ml,BR,LOCAL,6.79,1.2463,1.2463,5.448,False,keep_imputed,no_category_detected,1.2463,False,original_clean,,
336,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,NaN,UNKNOWN,LOCAL,18.0,18.0,18.0,1.0,False,keep_imputed,no_category_detected,18.0,False,original_clean,,
337,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,800g,BR,LOCAL,21.9,4.0198,4.0198,5.448,False,keep_imputed,no_category_detected,4.0198,False,original_clean,,
338,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,"2,2Kg",BR,LOCAL,28.99,5.3212,5.3212,5.448,False,keep_imputed,no_category_detected,5.3212,False,original_clean,,
339,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,700g,BR,LOCAL,33.99,6.239,6.239,5.448,False,keep_imputed,no_category_detected,6.239,False,original_clean,,
340,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,400g,BR,LOCAL,5.99,1.0995,1.0995,5.448,False,keep_imputed,no_category_detected,1.0995,False,original_clean,,
341,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,2l,BR,LOCAL,7.99,1.4666,1.4666,5.448,False,keep_imputed,no_category_detected,1.4666,False,original_clean,,
343,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,500g,UNKNOWN,LOCAL,2.0,2.0,2.0,1.0,False,keep_imputed,no_category_detected,2.0,False,original_clean,,
344,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1l,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
346,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1kg,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
347,1,Desconocido,UNKNOWN,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1Kg,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
348,3,Desconocido,BR,3,pan,sin_categoria,True,Meu Desconto,Minha Lista,1Kg,BR,LOCAL,6.39,1.1729,1.1729,5.448,False,keep_imputed,no_category_detected,1.1729,False,original_clean,,
349,1,Desconocido,UNKNOWN,16,papa,papa,False,Multi Marca,"Papa Malla, 2 Kg",2 Kg,UNKNOWN,LOCAL,2.69,2.69,2.69,1.0,False,keep,heuristic_default,2.69,False,original_clean,,
350,1,Desconocido,UNKNOWN,10,arroz,arroz,False,nuestra cocina,1 Kg,1 Kg,UNKNOWN,LOCAL,1.59,1.59,1.59,1.0,False,keep,heuristic_default,1.59,False,original_clean,,
351,3,Desconocido,BR,15,pan,pan,False,Padaria e Matinais,Panes y Torradas,500g,BR,LOCAL,9.49,1.7419,1.7419,5.448,False,keep,heuristic_default,1.7419,False,original_clean,,
352,3,Desconocido,BR,15,pan,pan,False,Padaria e Matinais,Panes y Torradas,450g,BR,LOCAL,6.19,1.1362,1.1362,5.448,False,keep,heuristic_default,1.1362,False,original_clean,,
353,3,Desconocido,BR,15,pan,pan,False,Padaria e Matinais,Panes y Torradas,400g,BR,LOCAL,9.69,1.7786,1.7786,5.448,False,keep,heuristic_default,1.7786,False,original_clean,,
355,3,Desconocido,BR,3,pan,sin_categoria,True,Padaria e Matinais,Leites,1L,BR,LOCAL,6.09,1.1178,1.1178,5.448,False,keep_imputed,no_category_detected,1.1178,False,original_clean,,
361,4,Desconocido,US,15,pan,pan,False,PAN MOLDE BLANCO FLOR DE ORO 550 G,Comparar,550 G,US,LOCAL,1.05,1.05,1.05,1.0,False,keep,heuristic_default,1.05,False,original_clean,,
362,4,Desconocido,US,15,pan,pan,False,PAN MOLDE BLANCO MODERNA 550 G,Comparar,550 G,US,LOCAL,1.59,1.59,1.59,1.0,False,keep,heuristic_default,1.59,False,original_clean,,
363,4,Desconocido,US,15,pan,pan,False,PAN MOLDE BLANCO SUPAN 550 G,Comparar,550 G,US,LOCAL,1.56,1.56,1.56,1.0,False,keep,heuristic_default,1.56,False,original_clean,,
369,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y Pastelería,Panadería,570 GR,UNKNOWN,LOCAL,2.49,2.49,2.49,1.0,False,keep,heuristic_default,2.49,False,original_clean,,
370,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y Pastelería,Panadería,580 GR,UNKNOWN,LOCAL,2.69,2.69,2.69,1.0,False,keep,heuristic_default,2.69,False,original_clean,,
371,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y Pastelería,Panadería,740 g,UNKNOWN,LOCAL,2.59,2.59,2.59,1.0,False,keep,heuristic_default,2.59,False,original_clean,,
372,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y Pastelería,Panadería,580 g,UNKNOWN,LOCAL,2.59,2.59,2.59,1.0,False,keep,heuristic_default,2.59,False,original_clean,,
373,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y repostería,Pan,500 g,UNKNOWN,LOCAL,1.95,1.95,1.95,1.0,False,keep,heuristic_default,1.95,False,original_clean,,
374,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y repostería,Pan,750 g,UNKNOWN,LOCAL,2.54,2.54,2.54,1.0,False,keep,heuristic_default,2.54,False,original_clean,,
375,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y repostería,Pan,740 g,UNKNOWN,LOCAL,2.19,2.19,2.19,1.0,False,keep,heuristic_default,2.19,False,original_clean,,
377,1,Desconocido,UNKNOWN,15,pan,pan,False,Panadería y repostería,Pan,NaN,UNKNOWN,LOCAL,1.76,1.76,1.76,1.0,False,keep,heuristic_default,1.76,False,original_clean,,
385,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Pasta spaghetti n°5 al huevo,400 g,400 g,UNKNOWN,LOCAL,1.22,1.22,1.22,1.0,False,keep_imputed,heuristic_default,1.22,False,original_clean,,
387,3,Desconocido,BR,29,pasta seca,sin_categoria,True,Pratos Prontos e Massas Frescas,Massas Frescas,500g,BR,LOCAL,10.79,1.9805,1.9805,5.448,False,keep_imputed,no_category_detected,1.9805,False,original_clean,,
388,3,Desconocido,BR,29,pasta seca,sin_categoria,True,Preços no Site e App podem ser diferentes das Lojas Físicas.,Shipping,500 G,BR,LOCAL,15.99,2.935,2.935,5.448,False,keep_imputed,no_category_detected,2.935,False,original_clean,,
389,3,Desconocido,BR,23,cerveza,sin_categoria,True,Preços no Site e App podem ser diferentes das Lojas Físicas.,Shipping,255 Ml,BR,LOCAL,29.99,5.5048,5.5048,5.448,False,keep_imputed,no_category_detected,5.5048,False,original_clean,,
390,3,Desconocido,BR,23,cerveza,sin_categoria,True,Preços no Site e App podem ser diferentes das Lojas Físicas.,Shipping,600 Ml,BR,LOCAL,24.99,4.587,4.587,5.448,False,keep_imputed,no_category_detected,4.587,False,original_clean,,
391,3,Desconocido,BR,23,cerveza,sin_categoria,True,Preços no Site e App podem ser diferentes das Lojas Físicas.,Shipping,350 Ml,BR,LOCAL,24.99,4.587,4.587,5.448,False,keep_imputed,no_category_detected,4.587,False,original_clean,,
392,3,Desconocido,BR,29,pasta seca,sin_categoria,True,Preços no Site e App podem ser diferentes das Lojas Físicas.,Shipping,1kg,BR,LOCAL,15.99,2.935,2.935,5.448,False,keep_imputed,no_category_detected,2.935,False,original_clean,,
397,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,Queso Semiduro,Danbo,1kg,UNKNOWN,LOCAL,1.0,1.0,1.0,1.0,False,keep_imputed,no_category_detected,1.0,False,original_clean,,
401,3,Desconocido,BR,6,papa,sin_categoria,True,Refrigerante Coca-Cola Garrafa 2 L,"R$ 10,99",2 L,BR,LOCAL,10.99,2.0173,2.0173,5.448,False,keep_imputed,no_category_detected,2.0173,False,original_clean,,
402,3,Desconocido,BR,6,papa,sin_categoria,True,Refrigerante Coca-Cola Garrafa 2 L,"R$ 11,49",2 L,BR,LOCAL,11.49,2.109,2.109,5.448,False,keep_imputed,no_category_detected,2.109,False,original_clean,,
404,1,Desconocido,UNKNOWN,15,pan,pan,False,Resultados de búsqueda para: 'pan molde ta riko 450 g n 259628000',Ver como,450 g,UNKNOWN,LOCAL,1.45,1.45,1.45,1.0,False,keep,heuristic_default,1.45,False,original_clean,,
406,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Saltar menú Cenco,Monterrey,230 g,UNKNOWN,LOCAL,5.59,5.59,5.59,1.0,False,keep,heuristic_default,5.59,False,original_clean,,
407,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Saltar menú Cenco,Exclusivo online,100 g,UNKNOWN,LOCAL,6.89,6.89,6.89,1.0,False,keep,heuristic_default,6.89,False,original_clean,,
408,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Saltar menú Cenco,Cruzeiro,250 g,UNKNOWN,LOCAL,5.95,5.95,5.95,1.0,False,keep,heuristic_default,5.95,False,original_clean,,
410,1,Desconocido,UNKNOWN,16,papa,papa,False,Saltar menú Cenco,Huertos del Ranco,1 kg,UNKNOWN,LOCAL,2.59,2.59,2.59,1.0,False,keep,heuristic_default,2.59,False,original_clean,,
412,1,Desconocido,UNKNOWN,15,pan,pan,False,Saltar menú Cenco,Oferta,750 g,UNKNOWN,LOCAL,2.39,2.39,2.39,1.0,False,keep,heuristic_default,2.39,False,original_clean,,
413,1,Desconocido,UNKNOWN,15,pan,pan,False,Saltar menú Cenco,Oferta,600 g,UNKNOWN,LOCAL,2.49,2.49,2.49,1.0,False,keep,heuristic_default,2.49,False,original_clean,,
414,1,Desconocido,UNKNOWN,15,pan,pan,False,Saltar menú Cenco,Castaño,770 g,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,2.99,False,original_clean,,
416,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Saltar menú Cenco,Cintazul,12 unidades,UNKNOWN,LOCAL,4.19,4.19,4.19,1.0,False,keep_imputed,heuristic_default,4.19,False,original_clean,,
417,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Saltar menú Cenco,Coliumo,NaN,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep_imputed,heuristic_default,3.99,False,original_clean,,
418,1,Desconocido,UNKNOWN,18,huevo,huevo,False,Saltar menú Cenco,Ecoterra,NaN,UNKNOWN,LOCAL,5.89,5.89,5.89,1.0,False,keep_imputed,heuristic_default,5.89,False,original_clean,,
419,1,Desconocido,UNKNOWN,16,papa,papa,False,Saltar menú Cenco,Ariztía,480 g,UNKNOWN,LOCAL,8.78,8.78,8.78,1.0,False,keep,heuristic_default,8.78,False,original_clean,,
420,1,Desconocido,UNKNOWN,32,pollo entero,pollo entero,False,Saltar menú Cenco,Agotado,2.3 kg,UNKNOWN,LOCAL,8.78,8.78,8.78,1.0,False,keep,heuristic_default,8.78,False,original_clean,,
421,1,Desconocido,UNKNOWN,16,papa,papa,False,Saltar menú Cenco,Agotado,380 g,UNKNOWN,LOCAL,5.75,5.75,5.75,1.0,False,keep,heuristic_default,5.75,False,original_clean,,
422,1,Desconocido,UNKNOWN,16,papa,papa,False,Saltar menú Cenco,Canto del Gallo,550 g,UNKNOWN,LOCAL,8.98,8.98,8.98,1.0,False,keep,heuristic_default,8.98,False,original_clean,,
423,1,Desconocido,UNKNOWN,17,leche,leche,False,Saltar menú Cenco,Cuisine & Co,1 L,UNKNOWN,LOCAL,1.11,1.11,1.11,1.0,False,keep,heuristic_default,1.11,False,original_clean,,
424,1,Desconocido,UNKNOWN,31,banano,banano,False,Saltar menú Cenco,Frutas y Verduras Propias,1 kg,UNKNOWN,LOCAL,1.29,1.29,1.29,1.0,False,keep,heuristic_default,1.29,False,original_clean,,
426,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,10Kg,PE,LOCAL,43.0,12.1127,12.1127,3.55,False,keep_imputed,no_category_detected,12.1127,False,original_clean,,
427,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,5Kg,PE,LOCAL,21.0,5.9155,5.9155,3.55,False,keep_imputed,no_category_detected,5.9155,False,original_clean,,
430,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,"Carnes, Aves y Pescados",1.5Kg,PE,LOCAL,14.0,3.9437,3.9437,3.55,False,keep_imputed,no_category_detected,3.9437,False,original_clean,,
431,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,"Carnes, Aves y Pescados",1.3Kg,PE,LOCAL,7.0,1.9718,1.9718,3.55,False,keep_imputed,no_category_detected,1.9718,False,original_clean,,
432,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,"Carnes, Aves y Pescados",1Kg,PE,LOCAL,12.0,3.3803,3.3803,3.55,False,keep_imputed,no_category_detected,3.3803,False,original_clean,,
433,6,Desconocido,PE,2,cafe,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Desayunos,500g,PE,LOCAL,58.0,16.338,16.338,3.55,False,keep_imputed,no_category_detected,16.338,False,original_clean,,
434,6,Desconocido,PE,2,cafe,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Desayunos,150g,PE,LOCAL,26.0,7.3239,7.3239,3.55,False,keep_imputed,no_category_detected,7.3239,False,original_clean,,
435,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,3L,PE,LOCAL,20.0,5.6338,5.6338,3.55,False,keep_imputed,no_category_detected,5.6338,False,original_clean,,
436,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,900ml,PE,LOCAL,6.0,1.6901,1.6901,3.55,False,keep_imputed,no_category_detected,1.6901,False,original_clean,,
437,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,5L,PE,LOCAL,34.0,9.5775,9.5775,3.55,False,keep_imputed,no_category_detected,9.5775,False,original_clean,,
438,6,Desconocido,PE,17,leche,leche,False,Seja Bem Vindo à Plaza Vea,Makro,1L,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep,heuristic_default,4.7662,False,original_clean,,
439,6,Desconocido,PE,18,huevo,huevo,False,Seja Bem Vindo à Plaza Vea,Lácteos y Huevos,800ml,PE,LOCAL,4.0,1.1268,1.1268,3.55,False,keep_imputed,heuristic_default,1.1268,False,original_clean,,
440,6,Desconocido,PE,18,huevo,huevo,False,Seja Bem Vindo à Plaza Vea,Lácteos y Huevos,900ml,PE,LOCAL,7.0,1.9718,1.9718,3.55,False,keep_imputed,heuristic_default,1.9718,False,original_clean,,
441,6,Desconocido,PE,18,huevo,huevo,False,Seja Bem Vindo à Plaza Vea,Lácteos y Huevos,1Kg,PE,LOCAL,13.0,3.662,3.662,3.55,False,keep_imputed,heuristic_default,3.662,False,original_clean,,
442,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,1Kg,PE,LOCAL,4.0,1.1268,1.1268,3.55,False,keep_imputed,no_category_detected,1.1268,False,original_clean,,
443,6,Desconocido,PE,3,pan,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Panadería y Pastelería,600g,PE,LOCAL,8.0,2.2535,2.2535,3.55,False,keep_imputed,no_category_detected,2.2535,False,original_clean,,
444,6,Desconocido,PE,3,pan,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Panadería y Pastelería,495g,PE,LOCAL,11.0,3.0986,3.0986,3.55,False,keep_imputed,no_category_detected,3.0986,False,original_clean,,
445,6,Desconocido,PE,3,pan,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Panadería y Pastelería,500g,PE,LOCAL,6.0,1.6901,1.6901,3.55,False,keep_imputed,no_category_detected,1.6901,False,original_clean,,
446,6,Desconocido,PE,3,pan,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Panadería y Pastelería,810g,PE,LOCAL,11.0,3.0986,3.0986,3.55,False,keep_imputed,no_category_detected,3.0986,False,original_clean,,
447,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,500g,PE,LOCAL,11.0,3.0986,3.0986,3.55,False,keep_imputed,no_category_detected,3.0986,False,original_clean,,
448,6,Desconocido,PE,8,huevo,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,950g,PE,LOCAL,5.0,1.4085,1.4085,3.55,False,keep_imputed,no_category_detected,1.4085,False,original_clean,,
449,6,Desconocido,PE,21,atun,sin_categoria,True,Seja Bem Vindo à Plaza Vea,Abarrotes,160g,PE,LOCAL,19.0,5.3521,5.3521,3.55,False,keep_imputed,no_category_detected,5.3521,False,original_clean,,
