producto_id,retailer_id,retailer,retailer_country,categoria_id,category_raw,category_canonical,category_is_imputed,nombre_producto,marca,unidad,product_country,moneda_local,precio_local,precio_usd,precio_usd_clean,fx_local_per_usd,is_imputed_clean,decision,razon_clean,precio_usd_model,is_price_imputed_model,imputation_source,precio_median_group,precio_usd_imputed
136,3,Desconocido,BR,22,cerveza,cerveza,False,Cervejas Tradicionais,Cerveja Heineken Garrafa 600ml,600ml,BR,LOCAL,13.49,2.4761,2.4761,5.448,False,keep,heuristic_default,2.4761,False,original_clean,,
137,3,Desconocido,BR,23,cerveza,sin_categoria,True,Cervejas Tradicionais,"R$ 6,39",330ml,BR,LOCAL,6.39,1.1729,1.1729,5.448,False,keep_imputed,no_category_detected,1.1729,False,original_clean,,
139,3,Desconocido,BR,23,cerveza,sin_categoria,True,Cervejas Tradicionais,"R$ 5,59",330ml,BR,LOCAL,5.59,1.0261,1.0261,5.448,False,keep_imputed,no_category_detected,1.0261,False,original_clean,,
141,3,Desconocido,BR,23,cerveza,sin_categoria,True,Cervejas Tradicionais,"R$ 6,49",330ml,BR,LOCAL,6.49,1.1913,1.1913,5.448,False,keep_imputed,no_category_detected,1.1913,False,original_clean,,
143,3,Desconocido,BR,23,cerveza,sin_categoria,True,Cervejas Tradicionais,"R$ 5,79",330ml,BR,LOCAL,5.79,1.0628,1.0628,5.448,False,keep_imputed,no_category_detected,1.0628,False,original_clean,,
144,3,Desconocido,BR,23,cerveza,sin_categoria,True,Cervejas Tradicionais,"R$ 5,69",330ml,BR,LOCAL,5.69,1.0444,1.0444,5.448,False,keep_imputed,no_category_detected,1.0444,False,original_clean,,
145,4,Desconocido,US,22,cerveza,cerveza,False,CERVEZA AMSTEL LATA 355 ML,Comparar,355 ML,US,LOCAL,1.2,1.2,1.2,1.0,False,keep,heuristic_default,1.2,False,original_clean,,
146,4,Desconocido,US,22,cerveza,cerveza,False,CERVEZA BIELA RESERVA LATA 355 ML,Comparar,355 ML,US,LOCAL,1.0,1.0,1.0,1.0,False,keep,heuristic_default,1.0,False,original_clean,,
147,4,Desconocido,US,22,cerveza,cerveza,False,CERVEZA CLUB PLATINO 330 ML,CLUB,330 ML,US,LOCAL,1.45,1.45,1.45,1.0,False,keep,heuristic_default,1.45,False,original_clean,,
148,4,Desconocido,US,22,cerveza,cerveza,False,CERVEZA CORONITA EXTRA 210 ML,Comparar,210 ML,US,LOCAL,1.18,1.18,1.18,1.0,False,keep,heuristic_default,1.18,False,original_clean,,
149,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,Cerveza extra botella,330 ml,330 ml,UNKNOWN,LOCAL,1.05,1.05,1.05,1.0,False,keep,heuristic_default,1.05,False,original_clean,,
151,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,"Cervezas, vinos y licores",Cervezas,473 ml,UNKNOWN,LOCAL,1.18,1.18,1.18,1.0,False,keep_imputed,no_category_detected,1.18,False,original_clean,,
153,4,Desconocido,US,23,cerveza,sin_categoria,True,COLA COCA COLA 2 L ORIGINAL,Comparar,2 L,US,LOCAL,1.86,1.86,1.86,1.0,False,keep_imputed,no_category_detected,1.86,False,original_clean,,
155,4,Desconocido,US,23,cerveza,sin_categoria,True,COLA INCA KOLA 2 L,Comparar,2 L,US,LOCAL,1.18,1.18,1.18,1.0,False,keep_imputed,no_category_detected,1.18,False,original_clean,,
156,4,Desconocido,US,23,cerveza,sin_categoria,True,COLA ORANGINE 3000 ML MANZANA,Comparar,3000 ML,US,LOCAL,1.55,1.55,1.55,1.0,False,keep_imputed,no_category_detected,1.55,False,original_clean,,
157,4,Desconocido,US,23,cerveza,sin_categoria,True,COLA SPRITE 1.35 L,Comparar,1.35 L,US,LOCAL,1.09,1.09,1.09,1.0,False,keep_imputed,no_category_detected,1.09,False,original_clean,,
158,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,5Kg,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
159,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,5kg,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
160,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,780g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
161,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,1Kg,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
162,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,200g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
163,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,170g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
164,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,900ml,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
165,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,1L,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
166,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,800ml,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
167,6,Desconocido,PE,3,pan,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,500g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
168,6,Desconocido,PE,3,pan,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,540g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
169,6,Desconocido,PE,3,pan,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,560g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
170,6,Desconocido,PE,15,pan,pan,False,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,600g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep,heuristic_default,4.7662,False,original_clean,,
171,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,950g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
172,6,Desconocido,PE,8,huevo,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,900g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
173,6,Desconocido,PE,24,atun,atun,False,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,140g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
174,6,Desconocido,PE,21,atun,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,150g,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
175,6,Desconocido,PE,4,aceite vegetal,sin_categoria,True,colaborar con nuestros estudios para marketing. También puede configurarlas.,que podemos ofrecer.,150gr,PE,LOCAL,16.92,4.7662,4.7662,3.55,False,keep_imputed,no_category_detected,4.7662,False,original_clean,,
176,1,Desconocido,UNKNOWN,16,papa,papa,False,Comida congelada,frutos del maipo,1 Kg,UNKNOWN,LOCAL,4.19,4.19,4.19,1.0,False,keep,heuristic_default,4.19,False,original_clean,,
177,3,Desconocido,BR,6,papa,sin_categoria,True,COMUNICADO IMPORTANTE!,"Caro cliente,",2l,BR,LOCAL,5.99,1.0995,1.0995,5.448,False,keep_imputed,no_category_detected,1.0995,False,original_clean,,
178,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,1 L,AR,LOCAL,1597.52,1.2729,1.2729,1255.0,False,keep,heuristic_default,1.2729,False,original_clean,,
181,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,560g,AR,LOCAL,4693.39,3.7398,3.7398,1255.0,False,keep,heuristic_default,3.7398,False,original_clean,,
182,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600 Gr,AR,LOCAL,2652.07,2.1132,2.1132,1255.0,False,keep,heuristic_default,2.1132,False,original_clean,,
183,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 G,AR,LOCAL,1561.98,1.2446,1.2446,1255.0,False,keep,heuristic_default,1.2446,False,original_clean,,
184,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500G,AR,LOCAL,2257.92,1.7991,1.7991,1255.0,False,keep,heuristic_default,1.7991,False,original_clean,,
185,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 GR,AR,LOCAL,1404.13,1.1188,1.1188,1255.0,False,keep,heuristic_default,1.1188,False,original_clean,,
186,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"2,5KG",AR,LOCAL,8316.74,6.6269,6.6269,1255.0,False,keep,heuristic_default,6.6269,False,original_clean,,
191,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"1,5 Lt",AR,LOCAL,2553.72,2.0348,2.0348,1255.0,False,keep,heuristic_default,2.0348,False,original_clean,,
192,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2000CC,AR,LOCAL,2644.63,2.1073,2.1073,1255.0,False,keep,heuristic_default,2.1073,False,original_clean,,
193,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 Lt,AR,LOCAL,1900.83,1.5146,1.5146,1255.0,False,keep,heuristic_default,1.5146,False,original_clean,,
194,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 L,AR,LOCAL,1809.92,1.4422,1.4422,1255.0,False,keep,heuristic_default,1.4422,False,original_clean,,
195,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600G,AR,LOCAL,6420.66,5.1161,5.1161,1255.0,False,keep,heuristic_default,5.1161,False,original_clean,,
196,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 GR,UNKNOWN,LOCAL,13.2,13.2,13.2,1.0,False,keep,heuristic_default,13.2,False,original_clean,,
197,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 G,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.99,False,original_clean,,
198,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,50 g,UNKNOWN,LOCAL,2.85,2.85,2.85,1.0,False,keep,heuristic_default,2.85,False,original_clean,,
199,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,170 GR,UNKNOWN,LOCAL,7.49,7.49,7.49,1.0,False,keep,heuristic_default,7.49,False,original_clean,,
208,1,Desconocido,UNKNOWN,7,aceite vegetal,aceite vegetal,False,Devolver este producto es gratis,SUPER POLLO,500 g,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.99,False,original_clean,,
209,4,Desconocido,US,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,US,LOCAL,2.05,2.05,2.05,1.0,False,keep_imputed,no_category_detected,2.05,False,original_clean,,
210,1,Desconocido,UNKNOWN,17,leche,leche,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,UNKNOWN,LOCAL,1.5,1.5,1.5,1.0,False,keep,heuristic_default,1.5,False,original_clean,,
212,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,330ML,UNKNOWN,LOCAL,2.2,2.2,2.2,1.0,False,keep,heuristic_default,2.2,False,original_clean,,
213,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500ML,UNKNOWN,LOCAL,3.23,3.23,3.23,1.0,False,keep_imputed,no_category_detected,3.23,False,original_clean,,
214,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ML,UNKNOWN,LOCAL,6.98,6.98,6.98,1.0,False,keep,heuristic_default,6.98,False,original_clean,,
215,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ml,UNKNOWN,LOCAL,5.81,5.81,5.81,1.0,False,keep,heuristic_default,5.81,False,original_clean,,
216,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,550GR,UNKNOWN,LOCAL,1.21,1.21,1.21,1.0,False,keep,heuristic_default,1.21,False,original_clean,,
217,1,Desconocido,UNKNOWN,19,harina de trigo,harina de trigo,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,560g,UNKNOWN,LOCAL,2.12,2.12,2.12,1.0,False,keep,heuristic_default,2.12,False,original_clean,,
218,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,580g,UNKNOWN,LOCAL,3.08,3.08,3.08,1.0,False,keep,heuristic_default,3.08,False,original_clean,,
219,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3785Ml,UNKNOWN,LOCAL,1.97,1.97,1.97,1.0,False,keep_imputed,no_category_detected,1.97,False,original_clean,,
220,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3050 ML,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,2.99,False,original_clean,,
221,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3L,UNKNOWN,LOCAL,2.92,2.92,2.92,1.0,False,keep,heuristic_default,2.92,False,original_clean,,
223,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,NaN,UNKNOWN,LOCAL,3.41,3.41,3.41,1.0,False,keep_imputed,no_category_detected,3.41,False,original_clean,,
224,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,4Lb,UNKNOWN,LOCAL,2.25,2.25,2.25,1.0,False,keep_imputed,no_category_detected,2.25,False,original_clean,,
225,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500G,UNKNOWN,LOCAL,1.75,1.75,1.75,1.0,False,keep_imputed,no_category_detected,1.75,False,original_clean,,
227,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1Kg,UNKNOWN,LOCAL,1.12,1.12,1.12,1.0,False,keep_imputed,no_category_detected,1.12,False,original_clean,,
239,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Elige un método de entrega,Unimarc,170 g,UNKNOWN,LOCAL,6.2,6.2,6.2,1.0,False,keep,heuristic_default,6.2,False,original_clean,,
240,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Elige un método de entrega,Unimarc,227 g,UNKNOWN,LOCAL,14.19,14.19,14.19,1.0,False,keep,heuristic_default,14.19,False,original_clean,,
