producto_id,retailer_id,retailer,retailer_country,categoria_id,category_raw,category_canonical,category_is_imputed,nombre_producto,marca,unidad,product_country,moneda_local,precio_local,precio_usd,precio_usd_clean,fx_local_per_usd,is_imputed_clean,decision,razon_clean,precio_usd_model,is_price_imputed_model,imputation_source,precio_median_group,precio_usd_imputed,example_id,synthetic
177,3,Desconocido,BR,6,papa,sin_categoria,True,COMUNICADO IMPORTANTE!,"Caro cliente,",2l,BR,LOCAL,5.99,1.0995,1.0995,5.448,False,keep_imputed,no_category_detected,1.2094,False,original_clean,,,977,True
178,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,1 L,AR,LOCAL,1597.52,1.2729,1.2729,1255.0,False,keep,heuristic_default,1.1456,False,original_clean,,,978,True
178,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,1 L,AR,LOCAL,1597.52,1.2729,1.2729,1255.0,False,keep,heuristic_default,1.2093,False,original_clean,,,979,True
178,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,1 L,AR,LOCAL,1597.52,1.2729,1.2729,1255.0,False,keep,heuristic_default,1.3365,False,original_clean,,,980,True
178,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,1 L,AR,LOCAL,1597.52,1.2729,1.2729,1255.0,False,keep,heuristic_default,1.4002,False,original_clean,,,981,True
181,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,560g,AR,LOCAL,4693.39,3.7398,3.7398,1255.0,False,keep,heuristic_default,3.3658,False,original_clean,,,982,True
181,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,560g,AR,LOCAL,4693.39,3.7398,3.7398,1255.0,False,keep,heuristic_default,3.5528,False,original_clean,,,983,True
181,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,560g,AR,LOCAL,4693.39,3.7398,3.7398,1255.0,False,keep,heuristic_default,3.9268,False,original_clean,,,984,True
181,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,560g,AR,LOCAL,4693.39,3.7398,3.7398,1255.0,False,keep,heuristic_default,4.1138,False,original_clean,,,985,True
182,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600 Gr,AR,LOCAL,2652.07,2.1132,2.1132,1255.0,False,keep,heuristic_default,1.9019,False,original_clean,,,986,True
182,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600 Gr,AR,LOCAL,2652.07,2.1132,2.1132,1255.0,False,keep,heuristic_default,2.0075,False,original_clean,,,987,True
182,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600 Gr,AR,LOCAL,2652.07,2.1132,2.1132,1255.0,False,keep,heuristic_default,2.2189,False,original_clean,,,988,True
182,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600 Gr,AR,LOCAL,2652.07,2.1132,2.1132,1255.0,False,keep,heuristic_default,2.3245,False,original_clean,,,989,True
183,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 G,AR,LOCAL,1561.98,1.2446,1.2446,1255.0,False,keep,heuristic_default,1.1201,False,original_clean,,,990,True
183,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 G,AR,LOCAL,1561.98,1.2446,1.2446,1255.0,False,keep,heuristic_default,1.1824,False,original_clean,,,991,True
183,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 G,AR,LOCAL,1561.98,1.2446,1.2446,1255.0,False,keep,heuristic_default,1.3068,False,original_clean,,,992,True
183,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 G,AR,LOCAL,1561.98,1.2446,1.2446,1255.0,False,keep,heuristic_default,1.3691,False,original_clean,,,993,True
184,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500G,AR,LOCAL,2257.92,1.7991,1.7991,1255.0,False,keep,heuristic_default,1.6192,False,original_clean,,,994,True
184,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500G,AR,LOCAL,2257.92,1.7991,1.7991,1255.0,False,keep,heuristic_default,1.7091,False,original_clean,,,995,True
184,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500G,AR,LOCAL,2257.92,1.7991,1.7991,1255.0,False,keep,heuristic_default,1.8891,False,original_clean,,,996,True
184,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500G,AR,LOCAL,2257.92,1.7991,1.7991,1255.0,False,keep,heuristic_default,1.979,False,original_clean,,,997,True
185,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 GR,AR,LOCAL,1404.13,1.1188,1.1188,1255.0,False,keep,heuristic_default,1.0069,False,original_clean,,,998,True
185,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 GR,AR,LOCAL,1404.13,1.1188,1.1188,1255.0,False,keep,heuristic_default,1.0629,False,original_clean,,,999,True
185,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 GR,AR,LOCAL,1404.13,1.1188,1.1188,1255.0,False,keep,heuristic_default,1.1747,False,original_clean,,,1000,True
185,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,500 GR,AR,LOCAL,1404.13,1.1188,1.1188,1255.0,False,keep,heuristic_default,1.2307,False,original_clean,,,1001,True
186,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"2,5KG",AR,LOCAL,8316.74,6.6269,6.6269,1255.0,False,keep,heuristic_default,5.9642,False,original_clean,,,1002,True
186,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"2,5KG",AR,LOCAL,8316.74,6.6269,6.6269,1255.0,False,keep,heuristic_default,6.2956,False,original_clean,,,1003,True
186,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"2,5KG",AR,LOCAL,8316.74,6.6269,6.6269,1255.0,False,keep,heuristic_default,6.9582,False,original_clean,,,1004,True
186,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"2,5KG",AR,LOCAL,8316.74,6.6269,6.6269,1255.0,False,keep,heuristic_default,7.2896,False,original_clean,,,1005,True
191,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"1,5 Lt",AR,LOCAL,2553.72,2.0348,2.0348,1255.0,False,keep,heuristic_default,1.8313,False,original_clean,,,1006,True
191,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"1,5 Lt",AR,LOCAL,2553.72,2.0348,2.0348,1255.0,False,keep,heuristic_default,1.9331,False,original_clean,,,1007,True
191,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"1,5 Lt",AR,LOCAL,2553.72,2.0348,2.0348,1255.0,False,keep,heuristic_default,2.1365,False,original_clean,,,1008,True
191,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,"1,5 Lt",AR,LOCAL,2553.72,2.0348,2.0348,1255.0,False,keep,heuristic_default,2.2383,False,original_clean,,,1009,True
192,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2000CC,AR,LOCAL,2644.63,2.1073,2.1073,1255.0,False,keep,heuristic_default,1.8966,False,original_clean,,,1010,True
192,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2000CC,AR,LOCAL,2644.63,2.1073,2.1073,1255.0,False,keep,heuristic_default,2.0019,False,original_clean,,,1011,True
192,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2000CC,AR,LOCAL,2644.63,2.1073,2.1073,1255.0,False,keep,heuristic_default,2.2127,False,original_clean,,,1012,True
192,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2000CC,AR,LOCAL,2644.63,2.1073,2.1073,1255.0,False,keep,heuristic_default,2.318,False,original_clean,,,1013,True
193,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 Lt,AR,LOCAL,1900.83,1.5146,1.5146,1255.0,False,keep,heuristic_default,1.3631,False,original_clean,,,1014,True
193,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 Lt,AR,LOCAL,1900.83,1.5146,1.5146,1255.0,False,keep,heuristic_default,1.4389,False,original_clean,,,1015,True
193,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 Lt,AR,LOCAL,1900.83,1.5146,1.5146,1255.0,False,keep,heuristic_default,1.5903,False,original_clean,,,1016,True
193,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 Lt,AR,LOCAL,1900.83,1.5146,1.5146,1255.0,False,keep,heuristic_default,1.6661,False,original_clean,,,1017,True
194,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 L,AR,LOCAL,1809.92,1.4422,1.4422,1255.0,False,keep,heuristic_default,1.298,False,original_clean,,,1018,True
194,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 L,AR,LOCAL,1809.92,1.4422,1.4422,1255.0,False,keep,heuristic_default,1.3701,False,original_clean,,,1019,True
194,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 L,AR,LOCAL,1809.92,1.4422,1.4422,1255.0,False,keep,heuristic_default,1.5143,False,original_clean,,,1020,True
194,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,2.25 L,AR,LOCAL,1809.92,1.4422,1.4422,1255.0,False,keep,heuristic_default,1.5864,False,original_clean,,,1021,True
195,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600G,AR,LOCAL,6420.66,5.1161,5.1161,1255.0,False,keep,heuristic_default,4.6045,False,original_clean,,,1022,True
195,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600G,AR,LOCAL,6420.66,5.1161,5.1161,1255.0,False,keep,heuristic_default,4.8603,False,original_clean,,,1023,True
195,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600G,AR,LOCAL,6420.66,5.1161,5.1161,1255.0,False,keep,heuristic_default,5.3719,False,original_clean,,,1024,True
195,7,Desconocido,AR,14,cafe,cafe,False,DALE VIDA A TU JARDIN,🌷🌻​🌼​,600G,AR,LOCAL,6420.66,5.1161,5.1161,1255.0,False,keep,heuristic_default,5.6277,False,original_clean,,,1025,True
196,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 GR,UNKNOWN,LOCAL,13.2,13.2,13.2,1.0,False,keep,heuristic_default,11.88,False,original_clean,,,1026,True
196,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 GR,UNKNOWN,LOCAL,13.2,13.2,13.2,1.0,False,keep,heuristic_default,12.54,False,original_clean,,,1027,True
196,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 GR,UNKNOWN,LOCAL,13.2,13.2,13.2,1.0,False,keep,heuristic_default,13.86,False,original_clean,,,1028,True
196,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 GR,UNKNOWN,LOCAL,13.2,13.2,13.2,1.0,False,keep,heuristic_default,14.52,False,original_clean,,,1029,True
197,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 G,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.591,False,original_clean,,,1030,True
197,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 G,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.7905,False,original_clean,,,1031,True
197,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 G,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,4.1895,False,original_clean,,,1032,True
197,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,250 G,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,4.389,False,original_clean,,,1033,True
198,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,50 g,UNKNOWN,LOCAL,2.85,2.85,2.85,1.0,False,keep,heuristic_default,2.565,False,original_clean,,,1034,True
198,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,50 g,UNKNOWN,LOCAL,2.85,2.85,2.85,1.0,False,keep,heuristic_default,2.7075,False,original_clean,,,1035,True
198,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,50 g,UNKNOWN,LOCAL,2.85,2.85,2.85,1.0,False,keep,heuristic_default,2.9925,False,original_clean,,,1036,True
198,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,50 g,UNKNOWN,LOCAL,2.85,2.85,2.85,1.0,False,keep,heuristic_default,3.135,False,original_clean,,,1037,True
199,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,170 GR,UNKNOWN,LOCAL,7.49,7.49,7.49,1.0,False,keep,heuristic_default,6.741,False,original_clean,,,1038,True
199,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,170 GR,UNKNOWN,LOCAL,7.49,7.49,7.49,1.0,False,keep,heuristic_default,7.1155,False,original_clean,,,1039,True
199,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,170 GR,UNKNOWN,LOCAL,7.49,7.49,7.49,1.0,False,keep,heuristic_default,7.8645,False,original_clean,,,1040,True
199,1,Desconocido,UNKNOWN,14,cafe,cafe,False,Desayuno y Dulces,Café,170 GR,UNKNOWN,LOCAL,7.49,7.49,7.49,1.0,False,keep,heuristic_default,8.239,False,original_clean,,,1041,True
208,1,Desconocido,UNKNOWN,7,aceite vegetal,aceite vegetal,False,Devolver este producto es gratis,SUPER POLLO,500 g,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.591,False,original_clean,,,1042,True
208,1,Desconocido,UNKNOWN,7,aceite vegetal,aceite vegetal,False,Devolver este producto es gratis,SUPER POLLO,500 g,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,3.7905,False,original_clean,,,1043,True
208,1,Desconocido,UNKNOWN,7,aceite vegetal,aceite vegetal,False,Devolver este producto es gratis,SUPER POLLO,500 g,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,4.1895,False,original_clean,,,1044,True
208,1,Desconocido,UNKNOWN,7,aceite vegetal,aceite vegetal,False,Devolver este producto es gratis,SUPER POLLO,500 g,UNKNOWN,LOCAL,3.99,3.99,3.99,1.0,False,keep,heuristic_default,4.389,False,original_clean,,,1045,True
209,4,Desconocido,US,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,US,LOCAL,2.05,2.05,2.05,1.0,False,keep_imputed,no_category_detected,1.845,False,original_clean,,,1046,True
209,4,Desconocido,US,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,US,LOCAL,2.05,2.05,2.05,1.0,False,keep_imputed,no_category_detected,1.9475,False,original_clean,,,1047,True
209,4,Desconocido,US,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,US,LOCAL,2.05,2.05,2.05,1.0,False,keep_imputed,no_category_detected,2.1525,False,original_clean,,,1048,True
209,4,Desconocido,US,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,US,LOCAL,2.05,2.05,2.05,1.0,False,keep_imputed,no_category_detected,2.255,False,original_clean,,,1049,True
210,1,Desconocido,UNKNOWN,17,leche,leche,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,UNKNOWN,LOCAL,1.5,1.5,1.5,1.0,False,keep,heuristic_default,1.35,False,original_clean,,,1050,True
210,1,Desconocido,UNKNOWN,17,leche,leche,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,UNKNOWN,LOCAL,1.5,1.5,1.5,1.0,False,keep,heuristic_default,1.425,False,original_clean,,,1051,True
210,1,Desconocido,UNKNOWN,17,leche,leche,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,UNKNOWN,LOCAL,1.5,1.5,1.5,1.0,False,keep,heuristic_default,1.575,False,original_clean,,,1052,True
210,1,Desconocido,UNKNOWN,17,leche,leche,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,1L,UNKNOWN,LOCAL,1.5,1.5,1.5,1.0,False,keep,heuristic_default,1.65,False,original_clean,,,1053,True
212,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,330ML,UNKNOWN,LOCAL,2.2,2.2,2.2,1.0,False,keep,heuristic_default,1.98,False,original_clean,,,1054,True
212,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,330ML,UNKNOWN,LOCAL,2.2,2.2,2.2,1.0,False,keep,heuristic_default,2.09,False,original_clean,,,1055,True
212,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,330ML,UNKNOWN,LOCAL,2.2,2.2,2.2,1.0,False,keep,heuristic_default,2.31,False,original_clean,,,1056,True
212,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,330ML,UNKNOWN,LOCAL,2.2,2.2,2.2,1.0,False,keep,heuristic_default,2.42,False,original_clean,,,1057,True
213,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500ML,UNKNOWN,LOCAL,3.23,3.23,3.23,1.0,False,keep_imputed,no_category_detected,2.907,False,original_clean,,,1058,True
213,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500ML,UNKNOWN,LOCAL,3.23,3.23,3.23,1.0,False,keep_imputed,no_category_detected,3.0685,False,original_clean,,,1059,True
213,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500ML,UNKNOWN,LOCAL,3.23,3.23,3.23,1.0,False,keep_imputed,no_category_detected,3.3915,False,original_clean,,,1060,True
213,1,Desconocido,UNKNOWN,23,cerveza,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,500ML,UNKNOWN,LOCAL,3.23,3.23,3.23,1.0,False,keep_imputed,no_category_detected,3.553,False,original_clean,,,1061,True
214,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ML,UNKNOWN,LOCAL,6.98,6.98,6.98,1.0,False,keep,heuristic_default,6.282,False,original_clean,,,1062,True
214,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ML,UNKNOWN,LOCAL,6.98,6.98,6.98,1.0,False,keep,heuristic_default,6.631,False,original_clean,,,1063,True
214,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ML,UNKNOWN,LOCAL,6.98,6.98,6.98,1.0,False,keep,heuristic_default,7.329,False,original_clean,,,1064,True
214,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ML,UNKNOWN,LOCAL,6.98,6.98,6.98,1.0,False,keep,heuristic_default,7.678,False,original_clean,,,1065,True
215,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ml,UNKNOWN,LOCAL,5.81,5.81,5.81,1.0,False,keep,heuristic_default,5.229,False,original_clean,,,1066,True
215,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ml,UNKNOWN,LOCAL,5.81,5.81,5.81,1.0,False,keep,heuristic_default,5.5195,False,original_clean,,,1067,True
215,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ml,UNKNOWN,LOCAL,5.81,5.81,5.81,1.0,False,keep,heuristic_default,6.1005,False,original_clean,,,1068,True
215,1,Desconocido,UNKNOWN,22,cerveza,cerveza,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,355ml,UNKNOWN,LOCAL,5.81,5.81,5.81,1.0,False,keep,heuristic_default,6.391,False,original_clean,,,1069,True
216,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,550GR,UNKNOWN,LOCAL,1.21,1.21,1.21,1.0,False,keep,heuristic_default,1.089,False,original_clean,,,1070,True
216,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,550GR,UNKNOWN,LOCAL,1.21,1.21,1.21,1.0,False,keep,heuristic_default,1.1495,False,original_clean,,,1071,True
216,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,550GR,UNKNOWN,LOCAL,1.21,1.21,1.21,1.0,False,keep,heuristic_default,1.2705,False,original_clean,,,1072,True
216,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,550GR,UNKNOWN,LOCAL,1.21,1.21,1.21,1.0,False,keep,heuristic_default,1.331,False,original_clean,,,1073,True
217,1,Desconocido,UNKNOWN,19,harina de trigo,harina de trigo,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,560g,UNKNOWN,LOCAL,2.12,2.12,2.12,1.0,False,keep,heuristic_default,1.908,False,original_clean,,,1074,True
217,1,Desconocido,UNKNOWN,19,harina de trigo,harina de trigo,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,560g,UNKNOWN,LOCAL,2.12,2.12,2.12,1.0,False,keep,heuristic_default,2.014,False,original_clean,,,1075,True
217,1,Desconocido,UNKNOWN,19,harina de trigo,harina de trigo,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,560g,UNKNOWN,LOCAL,2.12,2.12,2.12,1.0,False,keep,heuristic_default,2.226,False,original_clean,,,1076,True
217,1,Desconocido,UNKNOWN,19,harina de trigo,harina de trigo,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,560g,UNKNOWN,LOCAL,2.12,2.12,2.12,1.0,False,keep,heuristic_default,2.332,False,original_clean,,,1077,True
218,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,580g,UNKNOWN,LOCAL,3.08,3.08,3.08,1.0,False,keep,heuristic_default,2.772,False,original_clean,,,1078,True
218,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,580g,UNKNOWN,LOCAL,3.08,3.08,3.08,1.0,False,keep,heuristic_default,2.926,False,original_clean,,,1079,True
218,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,580g,UNKNOWN,LOCAL,3.08,3.08,3.08,1.0,False,keep,heuristic_default,3.234,False,original_clean,,,1080,True
218,1,Desconocido,UNKNOWN,15,pan,pan,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,580g,UNKNOWN,LOCAL,3.08,3.08,3.08,1.0,False,keep,heuristic_default,3.388,False,original_clean,,,1081,True
219,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3785Ml,UNKNOWN,LOCAL,1.97,1.97,1.97,1.0,False,keep_imputed,no_category_detected,1.773,False,original_clean,,,1082,True
219,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3785Ml,UNKNOWN,LOCAL,1.97,1.97,1.97,1.0,False,keep_imputed,no_category_detected,1.8715,False,original_clean,,,1083,True
219,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3785Ml,UNKNOWN,LOCAL,1.97,1.97,1.97,1.0,False,keep_imputed,no_category_detected,2.0685,False,original_clean,,,1084,True
219,1,Desconocido,UNKNOWN,1,azucar,sin_categoria,True,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3785Ml,UNKNOWN,LOCAL,1.97,1.97,1.97,1.0,False,keep_imputed,no_category_detected,2.167,False,original_clean,,,1085,True
220,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3050 ML,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,2.691,False,original_clean,,,1086,True
220,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3050 ML,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,2.8405,False,original_clean,,,1087,True
220,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3050 ML,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,3.1395,False,original_clean,,,1088,True
220,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3050 ML,UNKNOWN,LOCAL,2.99,2.99,2.99,1.0,False,keep,heuristic_default,3.289,False,original_clean,,,1089,True
221,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3L,UNKNOWN,LOCAL,2.92,2.92,2.92,1.0,False,keep,heuristic_default,2.628,False,original_clean,,,1090,True
221,1,Desconocido,UNKNOWN,13,azucar,azucar,False,El almacenamiento local parece estar deshabilitado en tu navegador.,Aprende,3L,UNKNOWN,LOCAL,2.92,2.92,2.92,1.0,False,keep,heuristic_default,2.774,False,original_clean,,,1091,True
