source_id,product_name,brand,unit,country,seller,category_effective,category_is_imputed,category_canonical,category_canonical_imputed,price_amount_filled,price_amount_usd_filled,price_is_imputed,price_imputation_source,fx_rate_local_per_usd,fx_source,decision_imputed,reasons,txt_path,html_path
226,Alimentos básicos,Frijoles,1Kg,UNKNOWN,Desconocido,frijoles,False,frijoles,,1.02,1.02,True,category_mean,1.0,default_1usd,keep_imputed,price_parse_failed;price<=0,dataset/txt_limpios/226.txt,dataset/paginas_descargadas/226.html
227,Alimentos básicos,Frijoles,1 Kg,UNKNOWN,Desconocido,frijoles,False,frijoles,,1.02,1.02,True,category_mean,1.0,default_1usd,keep_imputed,price_parse_failed;price<=0,dataset/txt_limpios/227.txt,dataset/paginas_descargadas/227.html
228,Alimentos básicos,Frijoles,1Kg,BR,Desconocido,frijoles,False,frijoles,,4.49,0.8242,False,original,5.448,from_brasil_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/228.txt,dataset/paginas_descargadas/228.html
229,Alimentos básicos,Frijoles,1 kg,BR,Desconocido,frijoles,False,frijoles,,6.89,1.2647,False,original,5.448,from_brasil_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/229.txt,dataset/paginas_descargadas/229.html
1287,App Frecuento,Descárgala gratis,330ml,UNKNOWN,Desconocido,arroz,False,arroz,,7.45,7.45,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/1287.txt,dataset/paginas_descargadas/1287.html
1366,ARROZ CONEJO SACO 20 LB,Comparar,20 LB,US,Desconocido,arroz,False,arroz,,9.99,9.99,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/1366.txt,dataset/paginas_descargadas/1366.html
790,ARROZ DIANA 500 G,Unidades disponibles,500 G,UNKNOWN,Desconocido,cebolla,False,cebolla,,500.0,500.0,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/790.txt,dataset/paginas_descargadas/790.html
791,ARROZ ESTÁNDAR ALBAR 500 GRS,Unidades disponibles,500 g,UNKNOWN,Desconocido,azucar,False,azucar,,500.0,500.0,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/791.txt,dataset/paginas_descargadas/791.html
905,Arroz G1 largo ancho bolsa,1 Kg,1 Kg,UNKNOWN,Desconocido,arroz,False,arroz,,1.89,1.89,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/905.txt,dataset/paginas_descargadas/905.html
903,Arroz G2 gran selección ancha,1 Kg,1 Kg,UNKNOWN,Desconocido,arroz,False,arroz,,1.37,1.37,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/903.txt,dataset/paginas_descargadas/903.html
904,Arroz G2 largo delgado,1 Kg,1 Kg,UNKNOWN,Desconocido,arroz,False,arroz,,1.02,1.02,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/904.txt,dataset/paginas_descargadas/904.html
906,Arroz grano largo delgado grad...,900 g,900 g,UNKNOWN,Desconocido,arroz,False,arroz,,1.39,1.39,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/906.txt,dataset/paginas_descargadas/906.html
5,Arroz La Merced Super Extra 900g,La Merced,900g,MX,Chedraui,arroz,False,arroz,,21.0,1.1278,False,original,18.62,from_mexico_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/5.txt,dataset/paginas_descargadas/5.html
1365,ARROZ REAL 2 KG,Comparar,2 KG,US,Desconocido,arroz,False,arroz,,2.99,2.99,False,original,1.0,default_1usd,keep,heuristic_default,dataset/txt_limpios/1365.txt,dataset/paginas_descargadas/1365.html
1,Arroz Schettino Verde 900g,Schettino,900g,MX,Chedraui,arroz,False,arroz,,19.8,1.0634,False,original,18.62,from_mexico_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/1.txt,dataset/paginas_descargadas/1.html
3,Arroz SOS Super Extra Rojo 900g,SOS,900g,MX,Chedraui,arroz,False,arroz,,20.4,1.0956,True,category_country_mean,18.62,from_mexico_cambio_dolar,keep_imputed,price_parse_failed;price<=0,dataset/txt_limpios/3.txt,dataset/paginas_descargadas/3.html
4,Arroz Super Extra Chedraui 900g,Chedraui,900g,MX,Chedraui,arroz,False,arroz,,20.4,1.0956,True,category_country_mean,18.62,from_mexico_cambio_dolar,keep_imputed,price_parse_failed;price<=0,dataset/txt_limpios/4.txt,dataset/paginas_descargadas/4.html
2,Arroz Verde Valle Super Extra 900g,Verde Valle,900g,MX,Chedraui,arroz,False,arroz,,20.4,1.0956,True,category_country_mean,18.62,from_mexico_cambio_dolar,keep_imputed,price_parse_failed;price<=0,dataset/txt_limpios/2.txt,dataset/paginas_descargadas/2.html
567,Asesoramos tu compra WEB: 📞(601) 6672004 -,"Otras Ciudades clic aquí,",,CO,Desconocido,cafe,True,sin_categoria,cafe,25.0,0.0062,False,original,4047.0,from_colombia_cambio_dolar,keep_imputed,no_category_detected,dataset/txt_limpios/567.txt,dataset/paginas_descargadas/567.html
659,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,22.99,0.0057,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/659.txt,dataset/paginas_descargadas/659.html
660,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,25.63,0.0063,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/660.txt,dataset/paginas_descargadas/660.html
661,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,23.89,0.0059,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/661.txt,dataset/paginas_descargadas/661.html
662,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,500gr,CO,Desconocido,cafe,False,cafe,,2.5,0.0006,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/662.txt,dataset/paginas_descargadas/662.html
663,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,24.49,0.0061,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/663.txt,dataset/paginas_descargadas/663.html
664,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,4.49,0.0011,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/664.txt,dataset/paginas_descargadas/664.html
665,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,True,sin_categoria,cafe,100.78,0.0249,True,country_mean,4047.0,from_colombia_cambio_dolar,keep_imputed,no_category_detected;price_parse_failed,dataset/txt_limpios/665.txt,dataset/paginas_descargadas/665.html
666,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,46.94,0.0116,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/666.txt,dataset/paginas_descargadas/666.html
667,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,37.52,0.0093,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/667.txt,dataset/paginas_descargadas/667.html
668,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,False,cafe,,14.09,0.0035,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/668.txt,dataset/paginas_descargadas/668.html
669,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,,CO,Desconocido,cafe,True,sin_categoria,cafe,100.78,0.0249,True,country_mean,4047.0,from_colombia_cambio_dolar,keep_imputed,no_category_detected;price_parse_failed,dataset/txt_limpios/669.txt,dataset/paginas_descargadas/669.html
670,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,480G,CO,Desconocido,cafe,False,cafe,,8.19,0.002,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/670.txt,dataset/paginas_descargadas/670.html
671,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,750 g,CO,Desconocido,pan,False,pan,,7.63,0.0019,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/671.txt,dataset/paginas_descargadas/671.html
672,"ASESORAMOS TU COMPRA: 📞(601) 6672004, lun a sab de 7am.a 7pm dom hasta las 6pm",otras ciudades consulta aquí,460 g,CO,Desconocido,cafe,False,cafe,,10.55,0.0026,False,original,4047.0,from_colombia_cambio_dolar,keep,heuristic_default,dataset/txt_limpios/672.txt,dataset/paginas_descargadas/672.html
